EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY
99218,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,1656.88,07/01/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
99210,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,2988.88,03/30/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
89161,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,800.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
99248,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,2749.99,11/04/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
99247,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,3050.00,09/28/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
89119,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,310.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
59855,2005,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,3600.00,03/23/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
89150,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1650.00,09/17/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
89145,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,450.00,06/24/2015 12:00:01 AM,MURPHYS AUCTION
89143,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1200.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
89142,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2282.00,09/02/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
89138,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1611.00,08/18/2016 12:00:01 AM,MURPHYS AUCTION
59849,2005,FORD,CROWN VICTORIA,PATROL CAR - LICENSE RECOG SYSTEM,SPD,1775.00,01/07/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
79972,2007,FORD,CROWN VICTORIA,PATROL CAR - LT`S CAR,SPD,550.00,06/25/2014 12:00:01 AM,MURPHYS AUCTION
69904,2006,FORD,CROWN VICTORIA,PATROL CAR,SPD,925.00,08/13/2015 12:00:01 AM,MURPHYS AUCTION
79955,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,410.00,06/25/2014 12:00:01 AM,MURPHYS AUCTION
39625,2003,FORD,CROWN VICTORIA,PATROL CAR TRAINING,SPD,2275.00,12/03/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
79919,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,2325.00,06/11/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
69895,2006,FORD,CROWN VICTORIA,PATROL CAR,SPD,1825.00,10/02/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
31482,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2200.00,01/05/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
31477,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2275.00,10/06/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
31470,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2325.00,12/24/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
79977,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,700.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
79913,2007,FORD,CROWN VICTORIA,PATROL CAR - HALF SCREEN,SPD,2000.00,12/20/2013 12:00:01 AM,MURPHYS AUCTION
79921,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,2400.00,08/09/2013 12:00:01 AM,MURPHYS AUCTION
981762,1998,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SFD,2400.00,06/27/2013 12:00:01 AM,MURPHYS AUCTION
89190,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,500.00,08/26/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
79990,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1475.00,10/15/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
89193,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1778.00,03/13/2017 12:00:01 AM,MURPHYS AUCTION
31578,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,2111.00,08/18/2016 12:00:01 AM,MURPHYS AUCTION
31577,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,2175.00,03/03/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
31610,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,3600.00,12/08/2016 12:00:01 AM,MURPHYS AUCTION
31332,2011,FORD,E250,VAN CARGO E250,SPU,10600.00,05/08/2017 12:00:01 AM,MURPHYS AUCTION
85427,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,5096.00,02/22/2016 12:00:01 AM,MURPHYS AUCTION
33814,2003,FORD,EXPEDITION,FULLSIZE SUV - 4X4,SFD,7000.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
64603,2006,FORD,F250,PICKUP - 4X4,SPU,7250.00,02/25/2015 12:00:01 AM,MURPHYS AUCTION
63541,2006,FORD,F250,PICKUP - DUMP BODY,SDOT,10750.00,01/14/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
23318,2002,FORD,F250,PICKUP,DPR,4000.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
83661,2008,FORD,F250,PICKUP - DUMP BODY,SDOT,13100.00,02/25/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
43985,2004,FORD,F250,PICKUP,DPR,5659.00,05/06/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
43315,2004,FORD,F250,PICKUP - DUMP BODY - DROP IN,DPR,5850.00,08/26/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
33465,2003,FORD,F250,PICKUP,SPU,6250.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
13020,2001,FORD,F250,PICKUP,SPU,6200.00,08/12/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
53253,2005,FORD,F350,PICKUP - ANIMAL CONTROL BODY,FAS,7000.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
63789,2006,FORD,F350,PICKUP - STANDARD CAB - 2WD,SFD,7100.00,09/28/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
64638,2006,FORD,F350,PICKUP - SERVICE BODY,SPU,11000.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
54666,2005,FORD,F350,PICKUP - SERVICE BODY,SPU,5701.00,11/12/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
33975,2003,FORD,F350,PICKUP - CREW CAB,DPR,4500.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
64637,2006,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,11800.00,07/08/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
43945,2004,FORD,F350,PICKUP - CREW CAB,DPR,6250.00,04/22/2015 12:00:01 AM,MURPHYS AUCTION
84516,2008,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,14000.00,06/24/2015 12:00:01 AM,MURPHYS AUCTION
51617,2005,FORD,FOCUS,SUBCOMPACT SEDAN,SPD,3600.00,10/21/2016 12:00:01 AM,MURPHYS AUCTION
73810,2007,FORD,RANGER,COMPACT PICKUP,DPR,5250.00,06/23/2017 12:00:01 AM,MURPHYS AUCTION
63449,2006,FORD,RANGER,COMPACT PICKUP,DPR,4801.00,03/03/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
53611,2005,FORD,RANGER,COMPACT PICKUP,SDOT,510.00,10/21/2016 12:00:01 AM,MURPHYS AUCTION
53555,2005,FORD,RANGER,PICKUP COMPACT,SDOT,6700.00,10/14/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
73996,2007,FORD,RANGER,COMPACT PICKUP,DPR,7650.00,03/03/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
34514,2003,FORD,WINDSTAR,MINIVAN CARGO,SPU,1600.00,02/25/2015 12:00:01 AM,MURPHYS AUCTION
985681,1998,FREIGHTLINER,FL70,TRUCK - AERIAL LIFT - TREE TRIMMER,SDOT,19600.00,06/18/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
986593,1998,FREIGHTLINER,FL70,TRUCK - FLATBED - ATTENUATOR - CLASS 7,SDOT,18988.00,11/04/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
44506,2004,FREIGHTLINER,MT55,WALKIN VAN - CLASS 6,SPU,19000.00,04/11/2014 12:00:01 AM,MURPHYS AUCTION
12909,2001,GMC,SAFARI,PASSENGER MINIVAN,SPD,4738.99,06/14/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
23660,2002,GMC,SONOMA,COMPACT PICKUP,SDOT,5100.00,10/08/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
53777,2005,CHEVROLET,SUBURBAN K1500,SUV - FULL SIZE - 4WD,SFD,7300.00,03/24/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
43620,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,20100.00,03/03/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
23226,2002,GMC,WT5500,TRUCK - BOOK DELIVERY - CLASS 5,SPL,13290.00,07/22/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
43618,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,17001.00,02/01/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
87615,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,8852.00,05/06/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
87612,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6650.00,05/24/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
97631,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7400.00,03/17/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
97629,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,7500.00,04/22/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
97623,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4738.00,06/17/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
61124,2006,JEEP,GRAND CHEROKEE,SUV - COMPACT - 4WD,SFD,3800.00,03/13/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
955403,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,5555.00,03/01/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
06645,2000,KENWORTH,T800,TRUCK - 12 YD DUMP - CLASS 8,SPU,57500.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
55698,2005,LEE BOY,5000,"PATHWAY PAVER - 5`-9""",SDOT,23250.00,06/24/2015 12:00:01 AM,MURPHYS AUCTION
38145,2003,FORD NEW HOLLAND,TL90 DELUXE,TRACTOR - 4X4,DPR,25758.00,04/17/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
23454,2002,FORD,4X4 RANGER,COMPACT PICKUP - 4X4,SPU,7300.50,03/15/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
11609,2001,FORD,TAURUS SE FFV,MIDSIZE STATION WAGON - CNG,SDOT,3550.00,01/24/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
05546,2000,FREIGHTLINER,FL60,TRUCK - ASPHALT FLATBED - CLASS 7,SDOT,7400.00,09/02/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
81740,2000,KAWASAKI,KAF620-A6,UTILITY VEHICLE 4 WHEEL,DPR,3250.00,08/28/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
05570,2000,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SDOT,37600.00,04/17/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
25893,2002,PETERBILT,330,TRUCK - 12 YD DUMP - CLASS 7,DPR,34500.00,07/01/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
33722,2003,PETERBILT,330,TRUCK - SERVICE BODY - CLASS 7,SPU,47500.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
73938,2007,PETERBILT,330,TRUCK - FLATBED - CONCRETE - CLASS 6,DPR,41600.00,02/19/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
35520,2003,PETERBILT,320,TRUCK - EDUCTOR - VACTOR,SPU,82500.00,06/03/2014 12:00:01 AM,MURPHYS AUCTION
15723,2001,PETERBILT,320,TRUCK - EDUCTOR - VACTOR,SPU,50300.00,02/12/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
58030,2005,TORO,4000-D,MOWER - 11` ROTARY,DPR,11101.00,08/26/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
78138,2007,TORO,4000-D,MOWER - 11` ROTARY,DPR,13201.50,07/29/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
58067,2005,TORO,4000-D,MOWER - 11` ROTARY,DPR,11100.00,09/17/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
31050,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5100.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
31907,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,7339.00,12/19/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
21550,2002,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,3500.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
31306,2003,TOYOTA,PRIUS,COMPACT SEDAN HYBRID,FAS,6750.00,09/27/2013 12:00:01 AM,MURPHYS AUCTION
51904,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,HSD,7300.00,03/01/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
51419,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,8111.00,11/06/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
11713,2001,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,FAS,4202.00,12/31/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
31059,2003,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,5700.00,11/12/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
51892,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,9715.04,09/16/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
68049,2006,VERMEER,BC 1000-XL,CHIPPER - 12 IN,SPU,19000.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
45671,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,11000.00,01/14/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
45669,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,13899.00,03/01/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
93009,2009,TOYOTA,SIENNA,PASSENGER MINIVAN,FAS,16100.00,04/17/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
58045,2005,BRUSH BANDIT,250XP,CHIPPER - 12 IN,DPR,20000.00,10/29/2015 12:00:01 AM,MURPHYS AUCTION
97309,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,2650.00,04/06/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
E0943,1994,WESTMARK,TANKER TRAILER,TRAILER - ASPHALT TANKER - 7400 GALLON,SDOT,15600.00,07/09/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
88040,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,10100.00,09/28/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
88042,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,9401.00,08/03/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
43444,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,7400.00,02/25/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
58343,2005,JEEP,LIBERTY,COMPACT SUV,SPD,1325.00,08/13/2015 12:00:01 AM,MURPHYS AUCTION
58346,2005,JEEP,LIBERTY,PEO COMPACT SUV,SPD,3027.00,03/23/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
58070,2005,JACOBSEN,6010,MOWER - 11` ROTARY,DPR,5750.00,08/09/2013 12:00:01 AM,MURPHYS AUCTION
53543,2005,CHEVROLET,TAHOE,FULLSIZE SUV,SDOT,4250.00,02/16/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
31651,2011,CHEVROLET,TAHOE,FULLSIZE SUV - 4X4 - LIEUT CAR,SPD,3700.00,04/26/2016 12:00:01 AM,MURPHYS AUCTION
55754,2005,STERLING,SC8000,SWEEPER - REGENERATIVE AIR,SDOT,35300.00,04/30/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
75742,2007,STERLING,SC8000,SWEEPER - REGENERATIVE AIR,SDOT,36600.00,08/06/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
58074,2005,TORO,328-D 4WD,"MOWER - 72"" ROTARY",DPR,4700.00,10/29/2015 12:00:01 AM,MURPHYS AUCTION
58035,2005,TORO,328-D 4WD,"MOWER - 72"" ROTARY",DPR,3209.99,02/25/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
51164,2005,TAYLOR DUNN,SC-100-36,STOCK CHASER - ELECTRIC - 36 V,CEN,1803.00,02/11/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
68044,2006,JOHN DEERE,4120 TRACTOR,TRACTOR - 4X4,DPR,3500.00,10/29/2015 12:00:01 AM,MURPHYS AUCTION
96511,2009,CASE,590M,BACKHOE LOADER - 19500 LB - BREAKER  4X4,SDOT,22250.00,10/21/2016 12:00:01 AM,MURPHYS AUCTION
77147,2007,CASE,590M,BACKHOE LOADER - 19500 LB - BREAKER  4X4,SDOT,36200.00,03/01/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
88115,2008,JOHN DEERE,1565 MOWER,"MOWER - 72"" ROTARY",DPR,11328.00,11/12/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
72747,2007,APPLIED SWEEPER INC,GREEN MACHINE,SWEEPER - YARD,CEN,18750.00,11/04/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
68032,2006,TORO,4000,MOWER - 11` ROTARY,DPR,10100.00,06/24/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
68188,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,16600.00,03/31/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
14524,2001,FORD,F450,PICKUP - HOOK LIFT - MULTIBODY - CLASS 4,SPU,18402.00,01/06/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
33632,2003,FORD,F450,PICKUP FLATBED PLOW,SDOT,19000.00,07/09/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
53668,2005,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,10400.00,02/01/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
13797,2001,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,18055.00,06/24/2015 12:00:01 AM,MURPHYS AUCTION
53665,2005,FORD,F450,PICKUP - DUMPING FLATBED - CLASS 4,SDOT,13100.00,08/27/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
78291,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,900.00,06/23/2017 12:00:01 AM,MURPHYS AUCTION
78284,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,3252.78,02/25/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
58278,2005,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,3900.00,02/22/2016 12:00:01 AM,MURPHYS AUCTION
73293,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SPU,1600.00,02/25/2015 12:00:01 AM,MURPHYS AUCTION
30993,2010,SEGWAY,I2,PERSONAL MOBILITY DEVICE ELECTRIC,FAS,2025.00,03/30/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
77305,2007,SEGWAY,I2,ELECTRIC PERSONAL MOBILITY DEVICE,SPD,1526.00,03/04/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
36537,2003,CATERPILLAR,420D,BACKHOE LOADER - 16000 LB,SPU,36500.00,12/19/2014 12:00:01 AM,MURPHYS AUCTION
30459,1980,UNKNOWN,UNKNOWN,TRAILER,SDOT,280.00,06/24/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
7022,1991,PWBS,UNKNOWN,FLOOR SCRUBBER,FAS,990.10,10/08/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
3147,1986,GMC,UNKNOWN,CUTAWAY VAN,SPD,902.00,03/13/2017 12:00:01 AM,MURPHYS AUCTION
53446,2005,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,10200.00,11/12/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
23308,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,DPR,5866.00,07/15/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
53506,2005,CHEVROLET,ASTRO,CARGO MINIVAN,SDOT,6408.00,11/04/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
54595,2005,CHEVROLET,ASTRO,CARGO MINIVAN,SPU,9100.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
43247,2004,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,4100.89,06/07/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
03208,2000,CHEVROLET,ASTRO,CARGO MINIVAN,DOIT,5100.00,06/10/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
A0622,1991,GMC,CARGO,CARGO VAN,SPL,1700.00,08/13/2015 12:00:01 AM,MURPHYS AUCTION
41212,2004,CHEVROLET,CAVALIER,COMPACT SEDAN,HSD,3250.00,10/21/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
41209,2004,CHEVROLET,CAVALIER,COMPACT SEDAN,HSD,4300.00,12/16/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
23441,2002,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,6800.00,03/28/2013 12:00:01 AM,MURPHYS AUCTION
53892,2005,CHEVROLET,EXPRESS,PASSENGER VAN,DPR,9188.88,08/26/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
53202,2005,CHEVROLET,EXPRESS,PASSENGER VAN,SPD,11377.00,04/19/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
13034,2001,CHEVROLET,EXPRESS,CARGO VAN - ELECTRICIAN,FAS,9445.00,11/06/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
13197,2001,CHEVROLET,G3500,PASSENGER VAN,SPD,1900.00,01/28/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
61727,2006,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,2650.00,10/06/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
11401,2001,CHEVROLET,MALIBU,MIDSIZE SEDAN,DOIT,2100.00,04/21/2014 12:00:01 AM,MURPHYS AUCTION
983903,1998,CHEVROLET,P30,WALKIN VAN - CLASS 3,DPR,2001.00,08/20/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
33118,2003,CHEVROLET,TRACKER,COMPACT SUV - 4X4,HEALTH,3000.00,02/06/2013 12:00:01 AM,MURPHYS AUCTION
03356,2000,CHEVROLET,WORK HORSE,WALKIN VAN - CLASS 4,DPR,6250.00,04/26/2016 12:00:01 AM,MURPHYS AUCTION
33532,2003,GMC,WORK HORSE,WALKIN VAN - CLASS 4,FAS,13000.00,03/28/2013 12:00:01 AM,MURPHYS AUCTION
7124,1992,CLARKLIFT,FORKLIFT,FORKLIFT,SPD,3151.50,02/19/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
S2557,1998,WESTERN,TRAILER,TRAILER - 7000 LB DUMP,SPU,3000.00,11/08/2013 12:00:01 AM,MURPHYS AUCTION
W2256,1995,NW CUSTOM,TRAILER,TRAILER,SPU,2300.00,02/03/2014 12:00:01 AM,MURPHYS AUCTION
52567,2005,DODGE,CARAVAN,PASSENGER MINIVAN,SDOT,3750.00,12/09/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
53574,2005,DODGE,CARAVAN,CARGO MINIVAN,SPU,5300.00,12/20/2013 12:00:01 AM,MURPHYS AUCTION
53576,2005,DODGE,CARAVAN,MINIVAN CARGO,SPU,3500.00,01/08/2015 12:00:01 AM,MURPHYS AUCTION
21211,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3411.00,10/11/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
21191,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3500.00,11/06/2014 12:00:01 AM,BIDADOO ONLINE AUCTION
21167,2002,DODGE,NEON,SUBCOMPACT SEDAN,HSD,3237.83,11/06/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
21243,2002,DODGE,NEON,SUBCOMPACT SEDAN,DPR,4900.00,05/17/2013 12:00:01 AM,MURPHYS AUCTION
11034,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SPD,3250.99,03/20/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
11518,2001,PLYMOUTH,NEON,SUBCOMPACT SEDAN,SPU,4500.00,03/28/2013 12:00:01 AM,MURPHYS AUCTION
99224,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2000.00,08/12/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
99220,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2024.00,08/12/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
99211,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,2371.00,04/06/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
79917,2007,FORD,CROWN VICTORIA,PATROL CAR ACTIVE SPARE RESERVE,SPD,726.00,10/29/2015 12:00:01 AM,MURPHYS AUCTION
59858,2005,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,2025.00,03/13/2017 12:00:01 AM,MURPHYS AUCTION
59856,2005,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1825.00,04/18/2017 12:00:01 AM,BIDADOO ONLINE AUCTION
89111,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,850.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
89146,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,1426.00,10/07/2015 12:00:01 AM,BIDADOO ONLINE AUCTION
79973,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,875.00,10/15/2013 12:00:01 AM,BIDADOO ONLINE AUCTION
79918,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,2100.00,05/17/2013 12:00:01 AM,MURPHYS AUCTION
79961,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1550.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
31479,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2611.00,08/18/2016 12:00:01 AM,MURPHYS AUCTION
31478,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2751.02,05/04/2016 12:00:01 AM,BIDADOO ONLINE AUCTION
30104,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,700.00,12/20/2013 12:00:01 AM,MURPHYS AUCTION
69880,2006,FORD,CROWN VICTORIA,PATROL CAR,SPD,1025.00,02/25/2015 12:00:01 AM,MURPHYS AUCTION
79986,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,950.00,10/23/2014 12:00:01 AM,MURPHYS AUCTION
